272, 345, 1522028980.7908869
272, 345, 1522028980.7908869
273, 345, 1522028980.8064065
274, 345, 1522028980.8064065
275, 345, 1522028980.8255634
276, 345, 1522028980.8285728
278, 345, 1522028980.8285728
279, 345, 1522028980.8442035
279, 345, 1522028980.8442035
280, 345, 1522028980.8598447
281, 344, 1522028980.8598447
282, 343, 1522028980.8754792
282, 343, 1522028980.891082
283, 343, 1522028980.891082
284, 343, 1522028980.891082
285, 342, 1522028980.9273767
286, 341, 1522028980.928882
287, 340, 1522028980.9445357
287, 340, 1522028980.9601364
288, 340, 1522028980.9757636
289, 338, 1522028980.9757636
290, 338, 1522028981.0071476
290, 337, 1522028981.044218
291, 337, 1522028981.0597434
293, 336, 1522028981.0597434
294, 336, 1522028981.0754054
295, 336, 1522028981.091094
296, 336, 1522028981.091094
297, 335, 1522028981.1066167
298, 335, 1522028981.125355
300, 335, 1522028981.1284146
301, 335, 1522028981.1284146
303, 335, 1522028981.1445029
306, 335, 1522028981.1445029
311, 337, 1522028981.1601303
319, 342, 1522028981.1601303
325, 346, 1522028981.1757684
329, 349, 1522028981.1757684
337, 355, 1522028981.1757684
343, 359, 1522028981.1912873
352, 364, 1522028981.1912873
361, 368, 1522028981.2069528
368, 371, 1522028981.2069528
376, 376, 1522028981.2271059
380, 378, 1522028981.2291467
387, 382, 1522028981.2291467
389, 383, 1522028981.2448113
393, 386, 1522028981.2448113
396, 387, 1522028981.260523
398, 389, 1522028981.260523
402, 390, 1522028981.2761571
405, 392, 1522028981.2761571
408, 393, 1522028981.2917695
412, 394, 1522028981.2917695
414, 395, 1522028981.307276
417, 396, 1522028981.307276
418, 397, 1522028981.307276
419, 397, 1522028981.32897
420, 397, 1522028981.32897
421, 397, 1522028981.3448389
422, 397, 1522028981.4455454
422, 397, 1522028981.4610841
423, 397, 1522028981.4610841
424, 397, 1522028981.4767373
424, 397, 1522028981.4767373
426, 397, 1522028981.4923265
427, 397, 1522028981.4923265
429, 397, 1522028981.5079522
430, 397, 1522028981.5079522
431, 397, 1522028981.5261679
431, 398, 1522028981.5296485
433, 398, 1522028981.5296485
435, 398, 1522028981.5611022
436, 398, 1522028981.5767636
437, 399, 1522028981.5767636
438, 399, 1522028981.5923145
438, 399, 1522028981.5923145
439, 399, 1522028981.628729
439, 399, 1522028981.6458678
439, 400, 1522028981.661479
439, 400, 1522028981.6926737
439, 400, 1522028981.708312
436, 400, 1522028981.708312
430, 400, 1522028981.723926
421, 400, 1522028981.7299843
413, 400, 1522028981.7299843
399, 397, 1522028981.7456992
392, 396, 1522028981.7456992
382, 393, 1522028981.7456992
376, 391, 1522028981.761364
372, 390, 1522028981.761364
365, 389, 1522028981.7769566
362, 389, 1522028981.7769566
357, 389, 1522028981.792698
353, 389, 1522028981.792698
350, 389, 1522028981.8082352
349, 389, 1522028981.8082352
349, 389, 1522028981.8269362
348, 389, 1522028981.82995
347, 389, 1522028981.82995
347, 389, 1522028981.8768885
349, 389, 1522028981.8925161
364, 388, 1522028981.9081423
370, 389, 1522028981.9081423
385, 389, 1522028981.9081423
400, 390, 1522028981.9297862
429, 395, 1522028981.9297862
450, 402, 1522028981.9297862
462, 404, 1522028981.9495835
493, 411, 1522028981.9495835
518, 413, 1522028981.9652133
533, 417, 1522028981.9652133
561, 419, 1522028981.9652133
590, 423, 1522028981.9808407
611, 429, 1522028981.9808407
633, 430, 1522028981.9964674
666, 436, 1522028981.9964674
688, 439, 1522028982.012097
716, 449, 1522028982.0297692
738, 452, 1522028982.0297692
753, 456, 1522028982.0455327
776, 459, 1522028982.0455327
785, 463, 1522028982.06116
791, 466, 1522028982.06116
795, 469, 1522028982.0767827
803, 475, 1522028982.092412
808, 479, 1522028982.092412
812, 483, 1522028982.1080399
813, 485, 1522028982.1241722
813, 485, 1522028982.1261811
813, 487, 1522028982.1301908
813, 488, 1522028982.1301908
813, 493, 1522028982.1458185
812, 496, 1522028982.1458185
799, 502, 1522028982.1614861
789, 506, 1522028982.1614861
763, 509, 1522028982.1614861
738, 509, 1522028982.1770737
716, 505, 1522028982.1770737
682, 505, 1522028982.192726
640, 503, 1522028982.192726
598, 499, 1522028982.2083528
542, 492, 1522028982.2083528
500, 486, 1522028982.2275124
446, 486, 1522028982.2300272
412, 478, 1522028982.2300272
381, 476, 1522028982.2456844
345, 472, 1522028982.2456844
322, 467, 1522028982.2634542
303, 464, 1522028982.2713926
286, 461, 1522028982.2786264
276, 460, 1522028982.2857187
267, 456, 1522028982.293727
258, 454, 1522028982.29976
248, 450, 1522028982.3079216
234, 446, 1522028982.3150527
223, 439, 1522028982.3225834
214, 430, 1522028982.3295968
204, 419, 1522028982.3295968
199, 406, 1522028982.3295968
194, 397, 1522028982.3454406
191, 389, 1522028982.3454406
189, 385, 1522028982.3610265
184, 377, 1522028982.3610265
183, 373, 1522028982.3766544
182, 366, 1522028982.3766544
181, 359, 1522028982.392316
180, 355, 1522028982.392316
178, 351, 1522028982.4079444
177, 348, 1522028982.4079444
176, 343, 1522028982.4245882
174, 341, 1522028982.4301023
172, 336, 1522028982.4301023
171, 336, 1522028982.445857
174, 338, 1522028982.9306111
178, 340, 1522028982.9306111
182, 341, 1522028982.9462333
185, 342, 1522028982.9462333
191, 342, 1522028982.9618711
196, 342, 1522028982.9618711
203, 342, 1522028982.9775949
208, 341, 1522028982.9775949
217, 339, 1522028982.9932153
221, 338, 1522028982.9932153
226, 337, 1522028983.0087614
229, 336, 1522028983.0087614
231, 336, 1522028983.0087614
233, 335, 1522028983.0304387
234, 335, 1522028983.0304387
235, 335, 1522028983.0304387
236, 334, 1522028983.0774262
238, 336, 1522028983.4776807
239, 337, 1522028983.4932318
241, 339, 1522028983.4932318
242, 340, 1522028983.5088315
242, 341, 1522028983.5088315
242, 342, 1522028983.5276968
251, 340, 1522028984.4340122
267, 336, 1522028984.4496906
291, 324, 1522028984.4496906
306, 322, 1522028984.4652734
321, 317, 1522028984.4652734
336, 313, 1522028984.481006
365, 310, 1522028984.481006
383, 309, 1522028984.4966152
405, 312, 1522028984.4966152
425, 319, 1522028984.512154
449, 324, 1522028984.512154
461, 333, 1522028984.5283012
477, 340, 1522028984.5343513
498, 345, 1522028984.5343513
510, 352, 1522028984.5343513
523, 361, 1522028984.5500205
544, 374, 1522028984.5500205
562, 389, 1522028984.5656044
598, 404, 1522028984.5656044
627, 420, 1522028984.581259
666, 437, 1522028984.581259
702, 454, 1522028984.5968814
735, 472, 1522028984.5968814
776, 488, 1522028984.6125395
809, 504, 1522028984.6125395
841, 518, 1522028984.6299791
878, 526, 1522028984.633696
912, 538, 1522028984.633696
936, 545, 1522028984.6495733
952, 552, 1522028984.6495733
963, 552, 1522028984.6652062
971, 550, 1522028984.6652062
975, 548, 1522028984.6808581
979, 544, 1522028984.6808581
982, 529, 1522028984.6808581
980, 508, 1522028984.6963742
963, 481, 1522028984.6963742
917, 437, 1522028984.7120051
867, 391, 1522028984.7120051
816, 349, 1522028984.731764
765, 315, 1522028984.7342715
719, 289, 1522028984.7342715
679, 270, 1522028984.7499049
651, 258, 1522028984.7499049
627, 258, 1522028984.765564
596, 258, 1522028984.765564
576, 262, 1522028984.7811859
545, 272, 1522028984.7811859
505, 280, 1522028984.7968614
480, 283, 1522028984.7968614
430, 292, 1522028984.8124108
378, 297, 1522028984.8124108
318, 306, 1522028984.8124108
270, 311, 1522028984.8340573
217, 318, 1522028984.8340573
185, 322, 1522028984.8340573
164, 323, 1522028984.8501277
142, 325, 1522028984.8501277
124, 326, 1522028984.8658726
115, 326, 1522028984.8658726
105, 323, 1522028984.8815126
98, 321, 1522028984.8815126
95, 319, 1522028984.8971403
90, 313, 1522028984.8971403
88, 308, 1522028984.9140887
88, 299, 1522028984.9211445
97, 279, 1522028984.929127
102, 270, 1522028984.936146
114, 253, 1522028984.9431715
148, 232, 1522028984.951187
190, 212, 1522028984.958365
227, 188, 1522028984.9652987
282, 166, 1522028984.9732342
336, 155, 1522028984.9803948
408, 150, 1522028984.9846034
476, 151, 1522028984.9846034
558, 156, 1522028985.000229
638, 175, 1522028985.000229
716, 198, 1522028985.0158901
800, 219, 1522028985.0158901
888, 246, 1522028985.0314822
966, 269, 1522028985.0314822
1047, 295, 1522028985.0314822
1127, 335, 1522028985.0471094
1206, 375, 1522028985.0471094
1277, 419, 1522028985.0627563
1337, 454, 1522028985.0627563
1381, 485, 1522028985.0784829
1409, 504, 1522028985.0784829
1421, 511, 1522028985.0941157
1433, 515, 1522028985.0941157
1441, 515, 1522028985.1097398
1448, 515, 1522028985.1097398
1457, 510, 1522028985.1253417
1462, 507, 1522028985.1253417
1469, 504, 1522028985.1408691
1475, 498, 1522028985.1408691
1484, 492, 1522028985.1408691
1492, 486, 1522028985.1565397
1500, 478, 1522028985.1565397
1506, 472, 1522028985.1721225
1513, 460, 1522028985.1721225
1519, 454, 1522028985.1877537
1524, 446, 1522028985.1877537
1530, 441, 1522028985.2034976
1534, 438, 1522028985.2034976
1540, 436, 1522028985.219132
1544, 435, 1522028985.219132
1551, 436, 1522028985.2347274
1555, 441, 1522028985.2347274
1563, 445, 1522028985.2503626
1568, 452, 1522028985.2503626
1570, 459, 1522028985.2503626
1575, 470, 1522028985.2659342
1575, 483, 1522028985.2659342
1574, 497, 1522028985.2815533
1566, 514, 1522028985.2815533
1560, 525, 1522028985.2971373
1553, 533, 1522028985.2971373
1544, 538, 1522028985.3128672
1537, 540, 1522028985.3128672
1519, 540, 1522028985.3284943
1505, 537, 1522028985.3284943
1482, 528, 1522028985.3441153
1450, 514, 1522028985.3441153
1408, 496, 1522028985.3597476
1378, 478, 1522028985.3597476
1347, 466, 1522028985.3597476
1330, 466, 1522028985.3753088
1314, 466, 1522028985.3753088
1297, 468, 1522028985.3908951
1273, 473, 1522028985.3908951
1252, 479, 1522028985.406524
1224, 488, 1522028985.406524
1202, 491, 1522028985.4222472
1179, 495, 1522028985.4222472
1154, 498, 1522028985.437884
1131, 501, 1522028985.437884
1096, 498, 1522028985.453408
1062, 498, 1522028985.453408
1035, 498, 1522028985.4690688
1009, 501, 1522028985.4690688
999, 503, 1522028985.484666
990, 505, 1522028985.484666
981, 507, 1522028985.484666
974, 508, 1522028985.5003228
973, 509, 1522028985.5003228
971, 510, 1522028985.5159135
969, 512, 1522028985.5159135
966, 512, 1522028985.531542
965, 512, 1522028985.531542
963, 512, 1522028985.5472887
956, 509, 1522028985.5472887
938, 500, 1522028985.5627923
928, 495, 1522028985.5627923
914, 487, 1522028985.57852
908, 480, 1522028985.57852
900, 478, 1522028985.5940495
895, 476, 1522028985.5940495
891, 476, 1522028985.5940495
889, 476, 1522028985.6097057
887, 476, 1522028985.6097057
884, 476, 1522028985.625332
880, 478, 1522028985.625332
873, 481, 1522028985.6409316
868, 485, 1522028985.6409316
862, 488, 1522028985.6566532
853, 492, 1522028985.6566532
843, 497, 1522028985.6721807
826, 503, 1522028985.6721807
815, 507, 1522028985.6879122
801, 511, 1522028985.6879122
796, 511, 1522028985.7034366
792, 512, 1522028985.7034366
790, 512, 1522028985.7034366
787, 512, 1522028985.7190557
786, 512, 1522028985.7190557
785, 512, 1522028985.7347202
785, 512, 1522028985.7504206
785, 512, 1522028985.7504206
788, 507, 1522028985.7660613
801, 501, 1522028985.7660613
824, 491, 1522028985.7815616
854, 483, 1522028985.7815616
878, 476, 1522028985.7972918
905, 469, 1522028985.7972918
945, 459, 1522028985.8128192
975, 453, 1522028985.8128192
1010, 449, 1522028985.8128192
1050, 443, 1522028985.8284802
1085, 444, 1522028985.8284802
1117, 439, 1522028985.844108
1153, 435, 1522028985.844108
1178, 433, 1522028985.859702
1206, 432, 1522028985.859702
1237, 430, 1522028985.875432
1259, 428, 1522028985.875432
1279, 428, 1522028985.8910546
1301, 427, 1522028985.8910546
1316, 427, 1522028985.9066818
1328, 423, 1522028985.9066818
1340, 423, 1522028985.922202
1351, 421, 1522028985.922202
1355, 420, 1522028985.922202
1361, 419, 1522028985.937872
1361, 419, 1522028985.937872
1363, 418, 1522028985.9534929
1364, 415, 1522028985.9534929
1364, 409, 1522028985.9690886
1360, 397, 1522028985.9690886
1349, 384, 1522028985.9848151
1333, 367, 1522028985.9848151
1320, 354, 1522028986.0004416
1300, 336, 1522028986.0004416
1281, 316, 1522028986.0159616
1270, 307, 1522028986.0159616
1259, 294, 1522028986.0315893
1246, 282, 1522028986.0315893
1243, 279, 1522028986.0315893
1238, 275, 1522028986.047248
1235, 274, 1522028986.047248
1233, 273, 1522028986.0628405
1232, 273, 1522028986.0628405
1232, 273, 1522028986.0785863
1231, 273, 1522028986.0785863
1229, 276, 1522028986.0942194
1225, 291, 1522028986.0942194
1224, 314, 1522028986.109723
1222, 335, 1522028986.109723
1223, 354, 1522028986.1253803
1223, 381, 1522028986.1253803
1220, 404, 1522028986.140974
1218, 420, 1522028986.140974
1215, 431, 1522028986.140974
1208, 445, 1522028986.1566133
1202, 454, 1522028986.1566133
1190, 468, 1522028986.172259
1182, 475, 1522028986.172259
1164, 484, 1522028986.187891
1150, 491, 1522028986.187891
1132, 492, 1522028986.2035558
1118, 495, 1522028986.2035558
1100, 495, 1522028986.2191856
1084, 495, 1522028986.2191856
1067, 494, 1522028986.2347393
1054, 494, 1522028986.2347393
1044, 492, 1522028986.2504864
1027, 489, 1522028986.2504864
1016, 485, 1522028986.265993
1006, 481, 1522028986.265993
1003, 479, 1522028986.265993
1000, 476, 1522028986.2816594
994, 469, 1522028986.2816594
991, 461, 1522028986.2972438
991, 451, 1522028986.2972438
993, 443, 1522028986.3129623
998, 430, 1522028986.3129623
1003, 426, 1522028986.3285997
1015, 416, 1522028986.3285997
1028, 404, 1522028986.3441334
1040, 394, 1522028986.3441334
1062, 381, 1522028986.3598602
1092, 373, 1522028986.3598602
1121, 370, 1522028986.3598602
1155, 370, 1522028986.3753765
1194, 375, 1522028986.3753765
1232, 377, 1522028986.391001
1271, 392, 1522028986.391001
1310, 398, 1522028986.4067423
1338, 409, 1522028986.4067423
1364, 413, 1522028986.422377
1379, 416, 1522028986.422377
1401, 420, 1522028986.4379919
1406, 420, 1522028986.4379919
1410, 420, 1522028986.4535136
1413, 420, 1522028986.4535136
1414, 420, 1522028986.4692385
1417, 419, 1522028986.4692385
1417, 418, 1522028986.4847832
1418, 414, 1522028986.4923882
1418, 410, 1522028986.4994235
1413, 399, 1522028986.5064304
1404, 387, 1522028986.5134408
1385, 374, 1522028986.515339
1357, 355, 1522028986.515339
1334, 342, 1522028986.5310633
1318, 339, 1522028986.5310633
1298, 335, 1522028986.546701
1282, 337, 1522028986.546701
1271, 339, 1522028986.5623288
1254, 347, 1522028986.5623288
1246, 353, 1522028986.5778556
1222, 369, 1522028986.5778556
1214, 375, 1522028986.5934854
1191, 402, 1522028986.5934854
1171, 430, 1522028986.6090908
1161, 444, 1522028986.6090908
1152, 452, 1522028986.6090908
1132, 472, 1522028986.6247494
1117, 486, 1522028986.6247494
1102, 497, 1522028986.6403449
1080, 506, 1522028986.6403449
1053, 515, 1522028986.6559768
1024, 519, 1522028986.6559768
998, 522, 1522028986.6717043
963, 521, 1522028986.6717043
929, 521, 1522028986.6872241
904, 519, 1522028986.6872241
870, 519, 1522028986.702956
845, 516, 1522028986.702956
831, 510, 1522028986.7184818
814, 508, 1522028986.7184818
809, 507, 1522028986.7184818
805, 506, 1522028986.7341413
803, 505, 1522028986.7341413
801, 503, 1522028986.749761
800, 496, 1522028986.749761
801, 485, 1522028986.765356
806, 472, 1522028986.765356
813, 455, 1522028986.7810898
794, 458, 1522028987.0165634
778, 461, 1522028987.0165634
754, 464, 1522028987.0321927
730, 464, 1522028987.0321927
685, 466, 1522028987.0321927
644, 465, 1522028987.0478153
589, 463, 1522028987.0478153
533, 456, 1522028987.0634398
480, 447, 1522028987.0634398
421, 437, 1522028987.079096
370, 421, 1522028987.079096
312, 402, 1522028987.0946927
278, 392, 1522028987.0946927
242, 386, 1522028987.110396
221, 379, 1522028987.110396
214, 379, 1522028987.126067
200, 377, 1522028987.126067
195, 377, 1522028987.1416607
187, 375, 1522028987.1416607
178, 375, 1522028987.1416607
176, 375, 1522028987.1572392
173, 374, 1522028987.1572392
169, 373, 1522028987.1728647
166, 373, 1522028987.1728647
164, 372, 1522028987.1884568
159, 369, 1522028987.1884568
155, 364, 1522028987.2040868
150, 355, 1522028987.2040868
145, 349, 1522028987.219811
144, 344, 1522028987.219811
144, 342, 1522028987.2354426
144, 341, 1522028987.2354426
144, 341, 1522028987.3135886
144, 341, 1522028987.3135886
147, 341, 1522028987.3292077
150, 339, 1522028987.3292077
158, 335, 1522028987.3448203
168, 332, 1522028987.3448203
189, 329, 1522028987.3604589
201, 329, 1522028987.3604589
216, 329, 1522028987.3604589
219, 330, 1522028987.376017
227, 336, 1522028987.376017
233, 340, 1522028987.391601
240, 345, 1522028987.391601
245, 349, 1522028987.4072273
249, 351, 1522028987.4072273
249, 352, 1522028987.4228907
249, 353, 1522028987.4228907
249, 353, 1522028987.4385228
249, 354, 1522028987.4385228
249, 355, 1522028987.469841
249, 356, 1522028987.5011027
249, 357, 1522028987.5011027
249, 357, 1522028987.5166147
249, 358, 1522028987.5166147
249, 358, 1522028987.5322478
248, 358, 1522028987.5479832
247, 358, 1522028987.563506
247, 358, 1522028987.5947623
247, 359, 1522028987.6104114
247, 360, 1522028987.6261163
246, 360, 1522028987.6261163
246, 361, 1522028987.6416643
246, 361, 1522028987.6416643
246, 362, 1522028987.6573608
245, 364, 1522028987.6573608
245, 364, 1522028987.6728864
245, 365, 1522028987.6728864
244, 366, 1522028987.6886194
243, 366, 1522028987.6886194
242, 367, 1522028987.7041807
242, 368, 1522028987.7041807
242, 369, 1522028987.7041807
240, 373, 1522028987.7197983
239, 375, 1522028987.7197983
239, 376, 1522028987.735425
239, 377, 1522028987.735425
239, 378, 1522028987.7510157
238, 379, 1522028987.7510157
238, 380, 1522028987.7667384
238, 381, 1522028987.7667384
